,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
2103,JEQ,"Aberdeen Japan Equity Fund, Inc.",Financial,Closed-End Fund - Foreign,USA,93320000,-,6.97,-0.43%,"7,516"
2105,JFR,Nuveen Floating Rate Income Fund,Financial,Closed-End Fund - Debt,USA,560650000,17.59,9.85,-0.10%,"195,334"
2108,JHG,Janus Henderson Group plc,Financial,Asset Management,United Kingdom,4740000000,9.31,24.19,-3.89%,"2,432,031"
2109,JHI,John Hancock Investors Trust,Financial,Closed-End Fund - Debt,USA,138960000,-,15.96,0.25%,"22,529"
2122,JHS,John Hancock Income Securities Trust,Financial,Closed-End Fund - Debt,USA,160490000,-,13.78,-0.86%,"30,506"
2124,JHX,James Hardie Industries plc,Industrial Goods,Cement,Ireland,5890000000,33.81,13.32,0.38%,"15,022"
2126,JILL,"J.Jill, Inc.",Services,Apparel Stores,USA,227010000,7.45,5.15,-1.15%,"337,956"
2144,JKS,"JinkoSolar Holding Co., Ltd.",Technology,Semiconductor - Specialized,China,764010000,12.66,19.53,-1.66%,"435,466"
2145,JLL,Jones Lang LaSalle Incorporated,Financial,Property Management,USA,6920000000,13.18,152.40,-1.52%,"121,738"
2147,JMEI,Jumei International Holding Limited,Services,"Specialty Retail, Other",China,338400000,4.53,2.40,2.13%,"272,748"
2153,JMP,JMP Group LLC,Financial,Investment Brokerage - National,USA,84580000,-,4.02,1.52%,"19,007"
2156,JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - Major,USA,363080000000,24.17,135.57,-0.42%,"5,210,317"
2158,JNPR,"Juniper Networks, Inc.",Technology,Communication Equipment,USA,9440000000,16.78,27.19,-0.55%,"2,641,216"
2161,JOB,"GEE Group, Inc.",Services,Staffing & Outsourcing Services,USA,15120000,-,1.52,14.28%,"46,319"
2162,JOE,The St. Joe Company,Financial,Real Estate Development,USA,1010000000,34.68,17.13,-0.93%,"99,007"
2163,JOF,"Japan Smaller Capitalization Fund, Inc.",Financial,Closed-End Fund - Foreign,Japan,249340000,13.71,8.80,-0.68%,"17,122"
2164,JONE,"Jones Energy, Inc.",Basic Materials,Independent Oil & Gas,USA,620000,-,0.12,-4.17%,"127,614"
2165,JP,Jupai Holdings Limited,Financial,Asset Management,China,127420000,3.40,4.25,-1.39%,"49,950"
2166,JPC,Nuveen Preferred & Income Opportunities Fund,Financial,Closed-End Fund - Debt,USA,998200000,144.18,9.66,0.31%,"209,881"
2175,JPM,JPMorgan Chase & Co.,Financial,Money Center Banks,USA,344190000000,11.67,104.87,-0.74%,"9,092,188"
2182,JPS,Nuveen Preferred Securities Income Fund,Financial,Closed-End Fund - Debt,USA,1880000000,140.00,9.24,0.33%,"326,267"
2186,JQC,Nuveen Credit Strategies Income Fund,Financial,Closed-End Fund - Debt,USA,1080000000,24.43,7.99,0.13%,"639,124"
2190,JRO,Nuveen Floating Rate Income Opportunity Fund,Financial,Closed-End Fund - Debt,USA,396490000,17.10,9.78,0.20%,"153,210"
2191,JRS,Nuveen Real Estate Income Fund,Financial,Asset Management,USA,299040000,-,10.35,-0.58%,"50,562"
2193,JT,Jianpu Technology Inc.,Technology,Information Technology Services,China,827480000,-,4.91,-2.58%,"323,594"
2194,JTA,Nuveen Tax-Advantaged Total Return Strategy Fund,Financial,Closed-End Fund - Equity,USA,163720000,-,11.82,-1.01%,"23,603"
2195,JTD,Nuveen Tax-Advantaged Dividend Growth Fund,Financial,Closed-End Fund - Equity,USA,232760000,-,16.07,-0.62%,"29,580"
2198,JW-A,"John Wiley & Sons, Inc.",Services,Publishing - Books,USA,2520000000,16.22,44.48,-1.35%,"313,886"
2200,JWN,"Nordstrom, Inc.",Services,Apparel Stores,USA,6830000000,13.36,44.17,-2.00%,"1,886,610"
2202,K,Kellogg Company,Consumer Goods,Processed & Packaged Goods,USA,19530000000,15.02,57.16,-0.59%,"2,285,226"
2203,KAI,Kadant Inc.,Industrial Goods,Diversified Machinery,USA,995760000,17.00,89.87,-0.66%,"73,209"
2205,KAMN,Kaman Corporation,Industrial Goods,Aerospace/Defense Products & Services,USA,1620000000,30.69,58.95,-1.86%,"124,082"
2206,KAR,"KAR Auction Services, Inc.",Services,"Specialty Retail, Other",USA,6940000000,21.62,52.27,-0.70%,"1,281,902"
2208,KB,KB Financial Group Inc.,Financial,Foreign Regional Banks,South Korea,16480000000,5.83,39.39,-0.38%,"198,584"
2211,KBH,KB Home,Industrial Goods,Residential Construction,USA,2110000000,15.10,24.68,-2.06%,"2,025,929"
2212,KBR,"KBR, Inc.",Services,Technical Services,USA,2720000000,9.78,19.57,-0.96%,"862,766"
2215,KDMN,"Kadmon Holdings, Inc.",Healthcare,Biotechnology,USA,340530000,-,2.74,-4.20%,"428,392"
2216,KDP,Keurig Dr Pepper Inc.,Consumer Goods,Beverages - Soft Drinks,USA,38850000000,63.20,27.68,0.25%,"2,267,325"
2217,KEG,"Key Energy Services, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,77300000,-,3.97,-13.32%,"433,847"
2218,KEM,KEMET Corporation,Technology,Diversified Electronics,USA,1020000000,6.24,17.61,-2.17%,"565,178"
2220,KEN,Kenon Holdings Ltd.,Utilities,Foreign Utilities,Singapore,1040000000,2.90,19.47,1.83%,"3,428"
2221,KEP,Korea Electric Power Corporation,Utilities,Electric Utilities,South Korea,16680000000,-,12.54,-1.10%,"352,912"
2222,KEX,Kirby Corporation,Services,Shipping,USA,4450000000,57.91,75.80,-1.78%,"435,509"
2223,KEY,KeyCorp,Financial,Regional - Midwest Banks,USA,16290000000,9.55,16.26,-1.63%,"10,157,419"
2224,KEYS,"Keysight Technologies, Inc.",Technology,Scientific & Technical Instruments,USA,16850000000,107.93,90.12,0.30%,"1,296,221"
2225,KF,"The Korea Fund, Inc.",Financial,Closed-End Fund - Foreign,USA,160980000,-,30.70,0.36%,"3,376"
2226,KFS,Kingsway Financial Services Inc.,Financial,Property & Casualty Insurance,Canada,58570000,-,2.65,-5.36%,"10,285"
2227,KFY,Korn Ferry,Services,Staffing & Outsourcing Services,USA,2580000000,27.17,46.14,-1.95%,"199,869"
2229,KGC,Kinross Gold Corporation,Basic Materials,Gold,Canada,4500000000,-,3.60,1.41%,"5,578,411"
2232,KIM,Kimco Realty Corporation,Financial,REIT - Retail,USA,7550000000,38.23,18.16,-0.77%,"2,470,579"
2234,KIQ,Kelso Technologies Inc.,Services,Railroads,Canada,42480000,225.12,0.90,-1.03%,"22,192"
2235,KKR,KKR & Co. Inc.,Financial,Asset Management,USA,12140000000,11.50,22.90,-3.17%,"2,387,618"
2236,KL,Kirkland Lake Gold Ltd.,Basic Materials,Gold,Canada,6820000000,25.22,32.53,0.34%,"1,123,559"
2238,KMB,Kimberly-Clark Corporation,Consumer Goods,Personal Products,USA,41780000000,27.75,121.34,-0.25%,"1,314,275"
2240,KMI,"Kinder Morgan, Inc.",Basic Materials,Oil & Gas Pipelines,USA,44730000000,29.82,19.89,-0.25%,"9,516,174"
2242,KMPR,Kemper Corporation,Financial,Property & Casualty Insurance,USA,5110000000,21.81,79.09,0.47%,"268,836"
2243,KMT,Kennametal Inc.,Industrial Goods,Machine Tools & Accessories,USA,3250000000,10.33,39.49,-2.45%,"960,281"
2244,KMX,"CarMax, Inc.",Services,Auto Dealerships,USA,12290000000,15.29,73.31,0.84%,"1,435,314"
2245,KN,Knowles Corporation,Technology,Communication Equipment,USA,1600000000,33.94,18.02,0.28%,"872,767"
2246,KNL,"Knoll, Inc.",Consumer Goods,Business Equipment,USA,934570000,13.03,18.93,-1.97%,"214,089"
2247,KNOP,KNOT Offshore Partners LP,Services,Shipping,United Kingdom,660870000,7.95,19.99,1.11%,"179,578"
2249,KNX,Knight-Swift Transportation Holdings Inc.,Services,Trucking,USA,5690000000,13.94,32.92,-1.67%,"1,556,841"
2250,KO,The Coca-Cola Company,Consumer Goods,Beverages - Soft Drinks,USA,199560000000,29.96,46.67,0.26%,"8,641,776"
2251,KODK,Eastman Kodak Company,Consumer Goods,Electronic Equipment,USA,126320000,-,2.92,-0.34%,"245,091"
2252,KOF,"Coca-Cola FEMSA, S.A.B. de C.V.",Consumer Goods,Beverages - Soft Drinks,Mexico,4830000000,25.83,67.70,-1.18%,"157,265"
2256,KOP,Koppers Holdings Inc.,Basic Materials,Specialty Chemicals,USA,539280000,20.95,26.75,-2.94%,"71,818"
2259,KOS,Kosmos Energy Ltd.,Basic Materials,Independent Oil & Gas,USA,2460000000,-,6.48,-4.00%,"4,979,694"
2260,KR,The Kroger Co.,Services,Grocery Stores,USA,19100000000,6.47,23.94,0.34%,"5,953,297"
2261,KRA,Kraton Corporation,Basic Materials,Specialty Chemicals,USA,1080000000,13.87,34.07,-3.07%,"163,075"
2262,KRC,Kilroy Realty Corporation,Financial,REIT - Office,USA,7640000000,29.70,75.80,-0.94%,"537,071"
2264,KREF,KKR Real Estate Finance Trust Inc.,Financial,REIT - Retail,USA,1190000000,12.88,20.10,-0.79%,"115,161"
2265,KRG,Kite Realty Group Trust,Financial,REIT - Retail,USA,1320000000,-,15.80,-2.29%,"608,837"
2266,KRO,"Kronos Worldwide, Inc.",Basic Materials,Specialty Chemicals,USA,1590000000,7.82,13.83,-5.27%,"363,442"
2267,KRP,"Kimbell Royalty Partners, LP",Basic Materials,Oil & Gas Drilling & Exploration,USA,653950000,-,17.78,-0.22%,"41,924"
2269,KSM,DWS Strategic Municipal Income Trust,Financial,Closed-End Fund - Debt,USA,127610000,-,11.39,0.40%,"24,209"
2270,KSS,Kohl's Corporation,Services,Department Stores,USA,12060000000,14.90,72.45,-0.49%,"1,907,970"
2271,KSU,Kansas City Southern,Services,Railroads,USA,11730000000,19.64,116.46,-0.97%,"593,196"
2272,KT,KT Corporation,Technology,Telecom Services - Foreign,South Korea,6220000000,10.15,12.56,-0.40%,"521,047"
2273,KTF,DWS Municipal Income Trust,Financial,Closed-End Fund - Debt,USA,434900000,-,11.01,0.09%,"50,142"
2275,KW,"Kennedy-Wilson Holdings, Inc.",Financial,Property Management,USA,3120000000,20.91,21.73,-0.55%,"257,851"
2277,KWR,Quaker Chemical Corporation,Basic Materials,Specialty Chemicals,USA,2750000000,40.80,205.83,-1.76%,"52,257"
2279,KYN,Kayne Anderson MLP/Midstream Investment Company,Financial,Closed-End Fund - Equity,USA,2010000000,8.29,15.97,-0.81%,"462,753"
2280,L,Loews Corporation,Financial,Property & Casualty Insurance,USA,15010000000,24.64,48.34,-0.51%,"547,368"
2283,LAC,Lithium Americas Corp.,Basic Materials,Industrial Metals & Minerals,Canada,410780000,-,4.63,1.54%,"200,017"
2284,LAD,"Lithia Motors, Inc.",Services,Auto Dealerships,USA,2220000000,9.21,93.98,-1.13%,"265,058"
2285,LADR,Ladder Capital Corp,Financial,REIT - Diversified,USA,2020000000,9.63,17.07,-0.29%,"540,744"
2286,LAIX,LAIX Inc.,Services,Education & Training Services,China,515340000,-,10.63,-3.36%,"12,141"
2287,LAZ,Lazard Ltd,Financial,Asset Management,Bermuda,4840000000,9.15,37.09,-1.75%,"800,048"
2288,LB,"L Brands, Inc.",Services,Apparel Stores,USA,7500000000,11.72,27.00,-1.75%,"3,095,050"
2291,LBRT,Liberty Oilfield Services Inc.,Basic Materials,Oil & Gas Equipment & Services,USA,1800000000,9.55,16.20,-2.06%,"282,100"
2292,LBY,Libbey Inc.,Consumer Goods,Home Furnishings & Fixtures,USA,62830000,-,2.82,-2.76%,"146,220"
2293,LC,LendingClub Corporation,Financial,Credit Services,USA,1380000000,-,3.29,0.00%,"1,444,124"
2294,LCI,"Lannett Company, Inc.",Healthcare,Drugs - Generic,USA,311920000,-,8.14,-0.61%,"840,148"
2295,LCII,LCI Industries,Consumer Goods,Recreational Vehicles,USA,2070000000,14.41,84.47,-0.66%,"290,230"
2297,LDL,"Lydall, Inc.",Consumer Goods,Auto Parts,USA,436170000,12.41,25.01,-1.38%,"107,920"
2298,LDOS,"Leidos Holdings, Inc.",Technology,Information Technology Services,USA,9470000000,16.91,64.00,-1.23%,"551,078"
2302,LEA,Lear Corporation,Consumer Goods,Auto Parts,USA,9720000000,8.81,152.00,-0.45%,"591,313"
2303,LEAF,Leaf Group Ltd.,Technology,Internet Information Providers,USA,209640000,-,8.11,-0.73%,"20,928"
2304,LEE,"Lee Enterprises, Incorporated",Services,Publishing - Newspapers,USA,189690000,8.43,3.16,1.28%,"91,687"
2305,LEG,"Leggett & Platt, Incorporated",Consumer Goods,Home Furnishings & Fixtures,USA,5670000000,18.81,42.32,-1.49%,"914,615"
2306,LEJU,Leju Holdings Limited,Financial,Property Management,China,224030000,-,1.68,-1.18%,"4,711"
2308,LEN,Lennar Corporation,Industrial Goods,Residential Construction,USA,15580000000,9.27,50.23,-2.09%,"3,516,061"
2309,LEN-B,Lennar Corporation,Industrial Goods,Residential Construction,USA,1510000000,7.31,40.01,-2.51%,"38,249"
2310,LEO,"Dreyfus Strategic Municipals, Inc.",Financial,Closed-End Fund - Debt,USA,473960000,159.80,7.99,-0.25%,"159,197"
2311,LEU,Centrus Energy Corp.,Basic Materials,Industrial Metals & Minerals,USA,30190000,-,3.30,1.54%,"8,989"
2312,LEVB,"Level Brands, Inc.",Services,Marketing Services,USA,44590000,104.29,4.38,-2.23%,"49,310"
2313,LEVI,Levi Strauss & Co.,Consumer Goods,Textile - Apparel Clothing,USA,8550000000,20.54,21.88,2.72%,"3,204,088"
2314,LFC,China Life Insurance Company Limited,Financial,Life Insurance,China,109940000000,46.07,13.82,-1.00%,"390,232"
2316,LGC,Legacy Acquisition Corp.,Conglomerates,Conglomerates,USA,301070000,133.81,10.04,-0.14%,"3,500"
2317,LGF-A,Lions Gate Entertainment Corp.,Services,Entertainment - Diversified,USA,3410000000,-,16.40,-0.43%,"332,763"
2318,LGF-B,Lions Gate Entertainment Corp.,Services,Entertainment - Diversified,USA,2090000000,-,15.69,-0.70%,"534,569"
2319,LGI,"Lazard Global Total Return and Income Fund, Inc.",Financial,Closed-End Fund - Foreign,USA,150030000,-,15.62,-0.45%,"15,321"
2320,LGL,"The LGL Group, Inc.",Industrial Goods,Industrial Electrical Equipment,USA,34930000,27.20,7.10,-0.28%,"8,992"
2322,LH,Laboratory Corporation of America Holdings,Healthcare,Medical Laboratories & Research,USA,15800000000,17.43,157.64,-0.71%,"533,093"
2323,LHC,Leo Holdings Corp.,Conglomerates,Conglomerates,United Kingdom,207800000,-,10.39,0.87%,"1,707,248"
2324,LII,Lennox International Inc.,Industrial Goods,Diversified Machinery,USA,10740000000,30.63,272.87,-1.26%,"540,130"
2325,LIN,Linde plc,Basic Materials,Specialty Chemicals,United Kingdom,99280000000,16.79,182.90,-1.05%,"1,388,180"
2326,LIQT,"LiqTech International, Inc.",Industrial Goods,Pollution & Treatment Controls,Denmark,567260000,-,7.76,-3.00%,"155,323"
2328,LITB,"LightInTheBox Holding Co., Ltd.",Services,Catalog & Mail Order Houses,China,106040000,-,1.67,-3.47%,"255,621"
2329,LKSD,"LSC Communications, Inc.",Services,Business Services,USA,226420000,-,6.82,-3.81%,"485,842"
2330,LL,"Lumber Liquidators Holdings, Inc.",Services,Home Improvement Stores,USA,300740000,-,10.71,-0.56%,"719,218"
2331,LLEX,"Lilis Energy, Inc.",Basic Materials,Independent Oil & Gas,USA,76900000,-,1.23,-6.82%,"412,846"
2332,LLL,"L3 Technologies, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,16520000000,20.98,210.93,-0.50%,"456,970"
2333,LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - Major,USA,130370000000,38.55,127.24,0.06%,"4,215,648"
2334,LM,"Legg Mason, Inc.",Financial,Asset Management,USA,2560000000,-,30.44,1.91%,"1,890,024"
2338,LMT,Lockheed Martin Corporation,Industrial Goods,Aerospace/Defense Products & Services,USA,85750000000,17.35,302.68,-0.97%,"867,130"
2339,LN,LINE Corporation,Technology,Application Software,Japan,8170000000,-,34.51,0.17%,"47,778"
2340,LNC,Lincoln National Corporation,Financial,Life Insurance,USA,13090000000,8.36,61.87,-2.54%,"1,278,849"
2341,LND,BrasilAgro - Companhia Brasileira de Propriedades Agricolas,Financial,Property Management,Brazil,211980000,3.27,3.94,-1.50%,560
2342,LNG,"Cheniere Energy, Inc.",Basic Materials,Oil & Gas Pipelines,USA,17280000000,34.54,67.18,-1.21%,"1,499,396"
2343,LNN,Lindsay Corporation,Industrial Goods,Farm & Construction Machinery,USA,913230000,44.12,85.11,-9.54%,"770,028"
2344,LODE,Comstock Mining Inc.,Basic Materials,Gold,USA,18870000,-,0.23,9.52%,"3,237,015"
2345,LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,Industrial Goods,General Building Materials,Argentina,1280000000,23.43,10.73,-0.65%,"114,018"
2346,LOR,Lazard World Dividend & Income Fund Inc.,Financial,Closed-End Fund - Foreign,USA,69560000,-,10.11,-0.39%,"11,134"
2348,LOV,Spark Networks SE,Technology,Internet Service Providers,USA,197530000,-,14.17,-1.87%,"21,453"
2349,LOW,"Lowe's Companies, Inc.",Services,Home Improvement Stores,USA,90400000000,40.31,113.14,-2.29%,"3,694,398"
2351,LPG,Dorian LPG Ltd.,Services,Shipping,USA,425360000,-,8.21,3.27%,"320,971"
2352,LPI,"Laredo Petroleum, Inc.",Basic Materials,Independent Oil & Gas,USA,729960000,2.27,3.17,-2.76%,"8,871,035"
2353,LPL,"LG Display Co., Ltd.",Technology,Diversified Electronics,South Korea,6660000000,-,9.50,3.60%,"575,947"
2354,LPT,Liberty Property Trust,Financial,REIT - Office,USA,7180000000,47.16,48.67,-0.67%,"546,350"
2355,LPX,Louisiana-Pacific Corporation,Services,Building Materials Wholesale,USA,3520000000,9.14,25.08,-0.71%,"2,226,554"
2360,LRN,K12 Inc.,Services,Education & Training Services,USA,1450000000,39.11,36.22,1.63%,"181,256"
2361,LSI,"Life Storage, Inc.",Financial,REIT - Industrial,USA,4510000000,21.77,96.49,-0.33%,"184,519"
2363,LTC,"LTC Properties, Inc.",Financial,REIT - Healthcare Facilities,USA,1790000000,11.59,45.16,-0.20%,"187,805"
2364,LTHM,Livent Corporation,Basic Materials,Industrial Metals & Minerals,USA,1830000000,14.33,12.50,-2.34%,"2,651,292"
2366,LTM,LATAM Airlines Group S.A.,Services,Regional Airlines,USA,6690000000,36.60,10.98,0.37%,"159,365"
2368,LTS,Ladenburg Thalmann Financial Services Inc.,Financial,Investment Brokerage - National,USA,443650000,-,3.13,1.29%,"281,734"
2371,LUB,"Luby's, Inc.",Services,Restaurants,USA,42680000,-,1.48,-3.83%,"9,110"
2372,LUV,Southwest Airlines Co.,Services,Regional Airlines,USA,28640000000,12.06,51.89,-0.10%,"3,380,759"
2374,LVS,Las Vegas Sands Corp.,Services,Resorts & Casinos,USA,50550000000,20.88,65.53,-0.77%,"2,711,715"
2375,LW,"Lamb Weston Holdings, Inc.",Consumer Goods,Food - Major Diversified,USA,10690000000,25.02,72.92,0.07%,"1,220,479"
2376,LXFR,Luxfer Holdings PLC,Industrial Goods,Diversified Machinery,United Kingdom,680630000,27.90,25.19,-0.71%,"111,829"
2377,LXFT,"Luxoft Holding, Inc.",Technology,Application Software,Switzerland,2000000000,47.96,58.75,0.02%,"320,267"
2378,LXP,Lexington Realty Trust,Financial,REIT - Diversified,USA,2140000000,10.10,9.07,-1.84%,"1,064,618"
2379,LXU,"LSB Industries, Inc.",Basic Materials,Chemicals - Major Diversified,USA,187460000,-,6.77,-0.59%,"72,417"
2380,LYB,LyondellBasell Industries N.V.,Basic Materials,Specialty Chemicals,Netherlands,33920000000,7.51,90.25,-1.18%,"1,329,140"
2381,LYG,Lloyds Banking Group plc,Financial,Foreign Money Center Banks,United Kingdom,59210000000,11.25,3.24,-0.31%,"3,696,006"
2382,LYV,"Live Nation Entertainment, Inc.",Services,Entertainment - Diversified,USA,13410000000,-,63.43,-0.24%,"901,523"
2383,LZB,La-Z-Boy Incorporated,Consumer Goods,Home Furnishings & Fixtures,USA,1540000000,16.20,33.18,-0.33%,"270,527"
2384,M,"Macy's, Inc.",Services,Department Stores,USA,7860000000,7.17,25.07,-2.30%,"6,998,137"
2385,MA,Mastercard Incorporated,Financial,Credit Services,USA,241440000000,42.72,235.91,-0.15%,"2,491,354"
2386,MAA,"Mid-America Apartment Communities, Inc.",Financial,REIT - Residential,USA,12390000000,56.79,109.32,0.04%,"364,068"
2387,MAC,Macerich Company,Financial,REIT - Retail,USA,6130000000,104.12,43.42,-0.48%,"888,840"
2388,MAG,MAG Silver Corp.,Basic Materials,Silver,USA,892270000,-,10.32,0.00%,"154,310"
2389,MAIN,Main Street Capital Corporation,Financial,Diversified Investments,USA,2320000000,14.11,37.86,-0.58%,"189,675"
2390,MAN,ManpowerGroup Inc.,Services,Staffing & Outsourcing Services,USA,4990000000,9.65,83.52,-2.68%,"405,917"
2391,MANU,Manchester United plc,Services,Sporting Activities,United Kingdom,3210000000,142.92,19.58,-1.11%,"24,594"
2392,MAS,Masco Corporation,Industrial Goods,General Building Materials,USA,12030000000,16.95,40.25,-1.47%,"1,575,030"
2393,MATX,"Matson, Inc.",Services,Shipping,USA,1590000000,14.82,37.52,-0.56%,"163,043"
2394,MAV,Pioneer Municipal High Income Advantage Trust,Financial,Closed-End Fund - Debt,USA,255850000,127.50,10.71,0.28%,"84,234"
2395,MAXR,Maxar Technologies Inc.,Technology,Communication Equipment,USA,276190000,-,4.69,-6.57%,"1,273,390"
2397,MBI,MBIA Inc.,Financial,Property & Casualty Insurance,USA,832310000,-,9.21,-1.71%,"696,630"
2398,MBT,Public Joint-Stock Company Mobile TeleSystems,Technology,Wireless Communications,Russia,7840000000,7.40,7.98,-1.97%,"4,700,323"
2399,MC,Moelis & Company,Financial,Asset Management,USA,2210000000,13.98,39.02,-1.24%,"462,907"
2400,MCA,"BlackRock MuniYield California Quality Fund, Inc.",Financial,Closed-End Fund - Debt,USA,466540000,60.54,13.56,0.30%,"84,135"
2401,MCB,Metropolitan Bank Holding Corp.,Financial,Regional - Northeast Banks,USA,302040000,11.89,36.39,0.25%,"11,316"
2402,MCC,Medley Capital Corporation,Financial,Closed-End Fund - Equity,USA,172680000,-,3.17,1.93%,"124,660"
2403,MCD,McDonald's Corporation,Services,Restaurants,USA,146210000000,24.88,190.08,0.12%,"2,279,856"
2404,MCF,Contango Oil & Gas Company,Basic Materials,Independent Oil & Gas,USA,109300000,-,3.21,-2.73%,"162,252"
2405,MCI,Barings Corporate Investors,Financial,Closed-End Fund - Debt,USA,309850000,32.29,15.40,0.52%,"21,385"
2406,MCK,McKesson Corporation,Services,Drugs Wholesale,USA,22470000000,-,115.80,-0.87%,"917,097"
2407,MCN,Madison Covered Call & Equity Strategy Fund,Financial,Closed-End Fund - Equity,USA,188240000,-,6.74,0.15%,"69,243"
2408,MCO,Moody's Corporation,Services,Business Services,USA,35170000000,29.03,186.66,-0.27%,"771,658"
2409,MCR,MFS Charter Income Trust,Financial,Closed-End Fund - Debt,USA,379610000,-,7.92,0.00%,"280,536"
2410,MCRN,Milacron Holdings Corp.,Industrial Goods,Diversified Machinery,USA,915080000,20.60,13.06,-1.14%,"425,584"
2412,MCS,The Marcus Corporation,Services,Entertainment - Diversified,USA,1230000000,22.28,39.94,-0.79%,"176,641"
2413,MCY,Mercury General Corporation,Financial,Property & Casualty Insurance,USA,2700000000,-,49.50,-1.57%,"210,370"
2414,MD,"MEDNAX, Inc.",Healthcare,Specialized Health Services,USA,2440000000,9.55,27.96,-0.07%,"677,354"
2415,MDC,"M.D.C. Holdings, Inc.",Industrial Goods,Residential Construction,USA,1840000000,9.04,30.55,-1.16%,"417,742"
2416,MDLY,Medley Management Inc.,Financial,Asset Management,USA,101940000,-,3.26,-1.81%,"27,348"
2417,MDP,Meredith Corporation,Services,Publishing - Periodicals,USA,2550000000,-,56.75,-0.68%,"205,072"
2418,MDR,"McDermott International, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,1510000000,-,8.40,-0.94%,"2,820,057"
2419,MDT,Medtronic plc,Healthcare,Medical Appliances & Equipment,USA,119390000000,23.66,88.72,-0.30%,"4,938,743"
2420,MDU,"MDU Resources Group, Inc.",Industrial Goods,General Building Materials,USA,5050000000,19.18,25.74,-1.04%,"732,669"
2424,MED,"Medifast, Inc.",Services,"Specialty Retail, Other",USA,1580000000,29.42,135.76,-1.46%,"260,665"
2425,MEI,"Methode Electronics, Inc.",Technology,Diversified Electronics,USA,1090000000,11.32,29.54,-3.15%,"224,526"
2426,MEN,"BlackRock MuniEnhanced Fund, Inc.",Financial,Closed-End Fund - Debt,USA,321150000,-,10.82,0.46%,"68,577"
2427,MET,"MetLife, Inc.",Financial,Life Insurance,USA,42110000000,8.98,44.30,-1.58%,"6,128,800"
2429,MFA,"MFA Financial, Inc.",Financial,REIT - Diversified,USA,3310000000,10.72,7.33,-0.54%,"1,080,785"
2431,MFAC,Megalith Financial Acquisition Corp.,Financial,Asset Management,USA,168650000,-,9.96,0.03%,"3,500"
2432,MFC,Manulife Financial Corporation,Financial,Life Insurance,Canada,35040000000,10.89,17.67,-0.45%,"2,160,458"
2433,MFCB,MFC Bancorp Ltd.,Basic Materials,Industrial Metals & Minerals,Ireland,98560000,-,7.88,4.05%,"25,163"
2434,MFD,Macquarie/First Trust Global Infrastructure/Utilities Dividend & Income Fund,Financial,Closed-End Fund - Equity,USA,95130000,-,11.13,0.45%,"16,705"
2437,MFG,"Mizuho Financial Group, Inc.",Financial,Foreign Regional Banks,Japan,39380000000,7.67,3.13,-0.63%,"841,845"
2438,MFGP,Micro Focus International plc,Technology,Application Software,United Kingdom,10950000000,19.20,25.11,-2.11%,"233,662"
2439,MFL,BlackRock MuniHoldings Investment Quality Fund,Financial,Closed-End Fund - Debt,USA,489240000,-,12.91,0.23%,"61,937"
2440,MFM,MFS Municipal Income Trust,Financial,Closed-End Fund - Debt,USA,284610000,87.47,6.91,0.58%,"18,826"
2441,MFT,BlackRock MuniYield Investment Quality Fund,Financial,Closed-End Fund - Debt,USA,111390000,136.88,13.14,0.23%,"31,959"
2443,MFV,MFS Special Value Trust,Financial,Closed-End Fund - Debt,USA,39990000,-,5.60,0.72%,353
2444,MG,"Mistras Group, Inc.",Services,Security & Protection Services,USA,378760000,48.50,13.29,-2.14%,"74,919"
2445,MGA,Magna International Inc.,Services,Auto Parts Wholesale,Canada,17060000000,7.99,52.69,-1.22%,"780,659"
2447,MGF,MFS Government Markets Income Trust,Financial,Closed-End Fund - Debt,USA,145730000,-,4.47,0.45%,"23,597"
2449,MGM,MGM Resorts International,Services,Resorts & Casinos,USA,14070000000,33.31,26.48,-3.92%,"7,521,071"
2450,MGP,MGM Growth Properties LLC,Financial,REIT - Hotel/Motel,USA,9190000000,34.19,32.21,-0.68%,"611,168"
2451,MGU,Macquarie Global Infrastructure Total Return Fund Inc.,Financial,Closed-End Fund - Foreign,USA,281040000,-,22.54,-0.40%,"50,322"
2453,MGY,Magnolia Oil & Gas Corporation,Basic Materials,Independent Oil & Gas,USA,3310000000,8.13,13.28,2.39%,"1,253,485"
2454,MHD,"BlackRock MuniHoldings Fund, Inc.",Financial,Closed-End Fund - Debt,USA,226920000,-,15.99,0.28%,"15,611"
2455,MHE,BlackRock Massachusetts Tax-Exempt Trust,Financial,Asset Management,USA,29830000,-,12.58,0.26%,"4,074"
2456,MHF,Western Asset Municipal High Income Fund Inc.,Financial,Closed-End Fund - Debt,USA,158790000,170.70,7.34,-0.14%,"69,001"
2457,MHH,"Mastech Digital, Inc.",Services,Staffing & Outsourcing Services,USA,62060000,9.55,5.95,0.00%,"2,229"
2458,MHI,Pioneer Municipal High Income Trust,Financial,Closed-End Fund - Debt,USA,272120000,543.18,11.95,0.17%,"89,936"
